,flight_number,scheduled_departure,actual_departure,departure_gate,scheduled_arrival,actual_arrival,arrival_gate
191,CO-1614-LAX-IAH,2011-12-27 00:30:00,2011-12-27 00:45:00,-,2011-12-27 05:36:00,2011-12-27 05:33:00,-
192,CO-89-IAH-EWR,2011-12-27 06:00:00,2011-12-27 06:03:00,-,2011-12-27 10:20:00,2011-12-27 10:32:00,-
193,CO-1090-BOS-IAH,2011-12-27 09:50:00,2011-12-27 09:57:00,-,2011-12-27 13:20:00,2011-12-27 13:02:00,-
194,CO-45-EWR-MIA,2011-12-27 15:50:00,2011-12-27 16:10:00,-,2011-12-27 19:05:00,2011-12-27 19:29:00,-
195,CO-63-EWR-IAH,2011-12-27 17:25:00,2011-12-27 17:25:00,-,2011-12-27 20:30:00,2011-12-27 20:18:00,-
196,CO-50-CLE-EWR,2011-12-27 14:55:00,2011-12-27 14:52:00,-,2011-12-27 16:53:00,2011-12-27 16:49:00,-
197,CO-1561-PHX-IAH,2011-12-27 08:05:00,2011-12-27 08:06:00,-,2011-12-27 11:37:00,2011-12-27 11:23:00,-
198,CO-47-IAH-LAX,2011-12-27 19:10:00,2011-12-27 19:11:00,-,2011-12-27 21:06:00,2011-12-27 21:13:00,-
199,AA-1221-MCO-ORD,2011-12-31 20:00:00,2011-12-31 19:56:00,15,2011-12-31 21:50:00,2011-12-31 21:31:00,K1
200,AA-518-MIA-JFK,2011-12-31 06:30:00,2011-12-31 06:28:00,D23,2011-12-31 09:15:00,2011-12-31 08:48:00,46
201,AA-1640-MIA-MCO,2011-12-31 18:30:00,2011-12-31 00:00:00,D1,2011-12-31 19:25:00,2011-12-31 00:00:00,14
202,AA-4307-ORD-DTW,2011-12-31 18:45:00,2011-12-31 18:44:00,G6B,2011-12-31 21:10:00,2011-12-31 21:04:00,D19
203,AA-2525-DFW-MIA,2011-12-31 07:25:00,2011-12-31 07:26:00,C8,2011-12-31 11:10:00,2011-12-31 11:10:00,D21
204,AA-616-DFW-DTW,2011-12-31 09:05:00,2011-12-31 09:00:00,C7,2011-12-31 12:35:00,2011-12-31 12:36:00,D32
205,AA-431-MIA-SFO,2011-12-31 08:35:00,2011-12-31 08:48:00,E9,2011-12-31 11:50:00,2011-12-31 00:00:00,57
206,AA-3756-ORD-SLC,2011-12-31 12:15:00,2011-12-31 12:18:00,G19,2011-12-31 14:45:00,2011-12-31 14:41:00,A3
207,AA-1279-DFW-PHX,2011-12-31 13:00:00,2011-12-31 13:24:00,A22,2011-12-31 14:35:00,2011-12-31 14:48:00,4
208,AA-2050-ORD-MIA,2011-12-31 10:40:00,2011-12-31 10:35:00,H15,2011-12-31 14:45:00,2011-12-31 14:28:00,D3
209,AA-3804-PHL-ORD,2011-12-31 14:35:00,2011-12-31 14:25:00,A7,2011-12-31 16:05:00,2011-12-31 15:29:00,G13
210,AA-1434-DFW-MCO,2011-12-31 07:15:00,2011-12-31 07:20:00,C2,2011-12-31 10:35:00,2011-12-31 10:45:00,17
211,AA-59-JFK-SFO,2011-12-31 07:10:00,2011-12-31 07:05:00,44,2011-12-31 10:45:00,2011-12-31 10:20:00,58B
212,AA-415-BOS-ORD,2011-12-31 08:35:00,2011-12-31 08:31:00,B35,2011-12-31 10:40:00,2011-12-31 09:56:00,K13
213,AA-222-LAX-BOS,2011-12-31 07:10:00,2011-12-31 07:05:00,47B,2011-12-31 15:30:00,2011-12-31 15:20:00,B34
214,AA-3823-LAX-DEN,2011-12-31 21:00:00,2011-12-31 00:00:00,44J,2011-01-01 00:15:00,2011-01-01 00:00:00,A49
215,AA-1165-JFK-MIA,2011-12-31 06:59:00,2011-12-31 06:58:00,36,2011-12-31 10:34:00,2011-12-31 10:03:00,D2
216,AA-3786-IAH-ORD,2011-12-31 16:00:00,2011-12-31 15:57:00,A30,2011-12-31 18:40:00,2011-12-31 18:25:00,G13
217,AA-4330-CVG-ORD,2011-12-31 15:35:00,2011-12-31 15:33:00,5,2011-12-31 16:00:00,2011-12-31 15:48:00,G3
218,AA-1664-MIA-ATL,2011-12-31 10:15:00,2011-12-31 10:16:00,D41,2011-12-31 12:10:00,2011-12-31 11:57:00,T11
219,AA-789-ORD-DEN,2011-12-31 13:05:00,2011-12-31 13:11:00,K9,2011-12-31 14:35:00,2011-12-31 14:50:00,A49
220,AA-3468-CVG-MIA,2011-12-31 07:00:00,2011-12-31 06:54:00,1,2011-12-31 09:55:00,2011-12-31 09:16:00,D27B
221,AA-204-LAX-MCO,2011-12-31 23:25:00,2011-12-31 00:00:00,42A,2011-01-01 06:55:00,2011-01-01 00:00:00,TBA
222,AA-1733-ORD-PHX,2011-12-31 19:45:00,2011-12-31 19:46:00,K18,2011-12-31 22:30:00,2011-12-31 00:00:00,6
223,AA-1733-ORD-PHX,2011-12-31 19:45:00,2011-12-31 19:46:00,K18,2011-12-31 22:30:00,2011-12-31 00:00:00,6
224,AA-4277-CVG-JFK,2011-12-31 12:10:00,2011-12-31 12:08:00,1,2011-12-31 14:15:00,2011-12-31 13:58:00,32I
225,AA-466-IAH-MIA,2011-12-31 06:00:00,2011-12-31 05:56:00,A27,2011-12-31 09:20:00,2011-12-31 09:18:00,D41
226,AA-2312-DFW-DTW,2011-12-31 20:25:00,2011-12-31 00:00:00,A20,2011-12-31 23:50:00,2011-12-31 00:00:00,D32
227,AA-404-MIA-MCO,2011-12-31 06:45:00,2011-12-31 06:40:00,E7,2011-12-31 07:45:00,2011-12-31 07:38:00,15
228,AA-85-JFK-SFO,2011-12-31 15:05:00,2011-12-31 15:03:00,43,2011-12-31 18:30:00,2011-12-31 18:28:00,58B
229,AA-446-DFW-PHL,2011-12-31 11:50:00,2011-12-31 11:47:00,A20,2011-12-31 15:50:00,2011-12-31 15:41:00,A9
230,AA-3-JFK-LAX,2011-12-31 12:00:00,2011-12-31 11:54:00,35,2011-12-31 15:15:00,2011-12-31 14:48:00,42A
231,AA-2268-PHX-ORD,2011-12-31 07:15:00,2011-12-31 07:09:00,6,2011-12-31 11:35:00,2011-12-31 11:07:00,H11A
232,AA-1007-MIA-PHX,2011-12-31 16:55:00,2011-12-31 16:45:00,D30,2011-12-31 20:05:00,2011-12-31 19:34:00,6
233,AA-4344-ORD-DTW,2011-12-31 11:45:00,2011-12-31 12:20:00,G18,2011-12-31 14:00:00,2011-12-31 14:50:00,D28
234,AA-484-DFW-MIA,2011-12-31 16:15:00,2011-12-31 16:16:00,D18,2011-12-31 19:55:00,2011-12-31 20:02:00,D47
235,AA-3979-CVG-ORD,2011-12-31 07:30:00,2011-12-31 07:24:00,5,2011-12-31 08:00:00,2011-12-31 07:31:00,G10
236,AA-3063-SLC-LAX,2011-12-31 20:20:00,2011-12-31 20:15:00,A3,2011-12-31 21:20:00,2011-12-31 00:00:00,44H
237,AA-3859-IAH-ORD,2011-12-31 07:10:00,2011-12-31 07:06:00,A29,2011-12-31 09:40:00,2011-12-31 09:21:00,G13
238,AA-3842-MSP-ORD,2011-12-31 06:00:00,2011-12-31 05:50:00,E14,2011-12-31 07:30:00,2011-12-31 07:20:00,G6B
239,AA-271-MIA-LAX,2011-12-31 11:35:00,2011-12-31 11:48:00,D10,2011-12-31 14:25:00,2011-12-31 14:22:00,45
240,AA-643-MIA-ORD,2011-12-31 07:10:00,2011-12-31 07:09:00,D2,2011-12-31 09:35:00,2011-12-31 09:16:00,H15
241,AA-4198-ORD-CLE,2011-12-31 10:40:00,2011-12-31 11:19:00,G6B,2011-12-31 12:55:00,2011-12-31 13:27:00,A1
242,AA-400-DFW-JFK,2011-12-31 10:40:00,2011-12-31 10:49:00,A37,2011-12-31 14:59:00,2011-12-31 15:02:00,34
243,AA-1886-BOS-MIA,2011-12-31 10:45:00,2011-12-31 10:38:00,B33,2011-12-31 14:20:00,2011-12-31 13:53:00,D51
244,AA-1917-JFK-MCO,2011-12-31 14:55:00,2011-12-31 14:58:00,3,2011-12-31 17:55:00,2011-12-31 17:36:00,16
245,AA-1544-SAN-ORD,2011-12-31 11:25:00,2011-12-31 11:29:00,27,2011-12-31 17:25:00,2011-12-31 17:14:00,H11B
246,AA-649-ORD-SNA,2011-12-31 13:30:00,2011-12-31 00:00:00,H17,2011-12-31 15:50:00,2011-12-31 00:00:00,7
247,AA-3809-PHX-LAX,2011-12-31 06:00:00,2011-12-31 07:00:00,2,2011-12-31 06:40:00,2011-12-31 07:30:00,44F
248,AA-2957-DFW-CVG,2011-12-31 07:55:00,2011-12-31 10:43:00,B13,2011-12-31 11:05:00,2011-12-31 13:48:00,1
249,UA-1500-IAH-GUA,2011-12-31 08:50:00,2011-12-31 08:47:00,E16,2011-12-31 11:43:00,2011-12-31 11:43:00,-
250,UA-3515-IAD-MSP,2011-12-31 08:15:00,2011-12-31 08:13:00,D18,2011-12-31 10:05:00,2011-12-31 09:53:00,E10
251,UA-414-LAX-SFO,2011-12-31 06:00:00,2011-12-31 05:56:00,84,2011-12-31 07:26:00,2011-12-31 07:17:00,94
252,UA-257-JFK-SFO,2011-12-31 14:30:00,2011-12-31 14:23:00,10,2011-12-31 18:14:00,2011-12-31 17:32:00,94
253,UA-62-IAH-EWR,2011-12-31 14:30:00,2011-12-31 15:46:00,C-29,2011-12-31 18:52:00,2011-12-31 19:55:00,C98
254,UA-843-LAX-ORD,2011-12-31 14:18:00,2011-12-31 14:38:00,73,2011-12-31 20:23:00,2011-12-31 20:26:00,C23
255,UA-397-JFK-SFO,2011-12-31 08:25:00,2011-12-31 08:22:00,10,2011-12-31 12:14:00,2011-12-31 11:30:00,81
256,UA-2704-DTW-PHX,2011-12-31 11:15:00,2011-12-31 11:15:00,D25,2011-12-31 13:40:00,2011-12-31 13:37:00,A27
257,UA-3373-IAD-PHL,2011-12-31 08:30:00,2011-12-31 08:49:00,A4B,2011-12-31 09:25:00,2011-12-31 09:37:00,D9
258,UA-2906-PHL-MCO,2011-12-31 15:50:00,2011-12-31 16:26:00,C20,2011-12-31 18:23:00,2011-12-31 18:30:00,58
259,UA-938-DEN-ORD,2011-12-31 15:54:00,2011-12-31 16:11:00,B38,2011-12-31 19:17:00,2011-12-31 19:07:00,C26
260,UA-3099-PHX-PHL,2011-12-31 11:55:00,2011-12-31 11:55:00,A24,2011-12-31 18:17:00,2011-12-31 18:19:00,C23
261,UA-3925-IAD-ORF,2011-12-31 08:42:00,2011-12-31 10:05:00,A2C,2011-12-31 09:55:00,2011-12-31 11:24:00,-
262,UA-5487-SFO-MRY,2011-12-31 10:30:00,2011-12-31 11:58:00,76B,2011-12-31 11:17:00,2011-12-31 12:38:00,-
263,UA-3050-PHX-CLT,2011-12-31 11:05:00,2011-12-31 11:14:00,A30,2011-12-31 16:57:00,2011-12-31 16:56:00,B3
264,UA-2830-MCO-CLT,2011-12-31 15:27:00,2011-12-31 15:27:00,58,2011-12-31 17:05:00,2011-12-31 16:54:00,B12
265,UA-37-EWR-MCO,2011-12-31 13:29:00,2011-12-31 13:26:00,C137,2011-12-31 16:25:00,2011-12-31 15:51:00,39
266,UA-37-EDI-EWR,2011-12-31 09:05:00,2011-12-31 08:53:00,-,2011-12-31 11:53:00,2011-12-31 11:37:00,C136
267,UA-2708-EWR-CLT,2011-12-31 14:55:00,2011-12-31 14:55:00,A37,2011-12-31 16:53:00,2011-12-31 16:18:00,C17
268,UA-2726-FLL-PHL,2011-12-31 16:00:00,2011-12-31 16:00:00,E3,2011-12-31 18:46:00,2011-12-31 18:32:00,C20
269,UA-2945-PHL-CLT,2011-12-31 00:00:00,2011-12-31 04:11:00,C30,2011-12-31 13:45:00,2011-12-31 13:10:00,C17
270,UA-6273-YYC-SFO,2011-12-31 07:45:00,2011-12-31 07:42:00,-,2011-12-31 09:53:00,2011-12-31 09:35:00,69
271,UA-2314-ATL-PHL,2011-12-31 14:55:00,2011-12-31 15:03:00,D23,2011-12-31 17:00:00,2011-12-31 17:00:00,C18
272,UA-382-IAD-LAX,2011-12-31 12:20:00,2011-12-31 13:50:00,C27,2011-12-31 15:08:00,2011-12-31 16:18:00,73
273,UA-382-IAD-LAX,2011-12-31 12:20:00,2011-12-31 13:50:00,C27,2011-12-31 15:08:00,2011-12-31 16:25:00,75B
274,UA-858-PVG-SFO,2011-12-31 13:45:00,2011-12-31 13:38:00,77,2011-12-31 08:27:00,2011-12-31 07:55:00,97
275,UA-854-SFO-IAH,2011-12-31 07:35:00,2011-12-31 07:31:00,100,2011-12-31 13:30:00,2011-12-31 13:12:00,-
276,CO-1586-IAH-MCO,2011-12-31 19:00:00,2011-12-31 20:23:00,-,2011-12-31 22:15:00,2011-12-31 23:31:00,-
277,CO-1088-CLE-IAH,2011-12-31 08:40:00,2011-12-31 08:42:00,-,2011-12-31 10:53:00,2011-12-31 10:32:00,-
278,CO-16-LAX-EWR,2011-12-31 10:25:00,2011-12-31 10:28:00,-,2011-12-31 18:39:00,2011-12-31 18:33:00,-
279,CO-58-DEN-IAH,2011-12-31 11:33:00,2011-12-31 11:37:00,-,2011-12-31 14:59:00,2011-12-31 15:25:00,-
280,CO-1023-IAH-DEN,2011-12-31 11:31:00,2011-12-31 11:34:00,-,2011-12-31 13:14:00,2011-12-31 13:10:00,-
281,CO-1250-MIA-IAH,2011-12-31 14:45:00,2011-12-31 15:59:00,-,2011-12-31 16:46:00,2011-12-31 17:52:00,-
282,CO-62-IAH-EWR,2011-12-31 14:30:00,2011-12-31 15:46:00,-,2011-12-31 18:52:00,2011-12-31 19:55:00,-
283,CO-52-IAH-LAX,2011-12-31 07:35:00,2011-12-31 07:37:00,-,2011-12-31 09:30:00,2011-12-31 09:14:00,-
284,CO-1614-LAX-IAH,2011-12-31 00:30:00,2011-12-31 00:40:00,-,2011-12-31 05:36:00,2011-12-31 05:45:00,-
285,CO-89-IAH-EWR,2011-12-31 06:00:00,2011-12-31 06:05:00,-,2011-12-31 10:20:00,2011-12-31 10:25:00,-
286,CO-1090-BOS-IAH,2011-12-31 09:50:00,2011-12-31 09:55:00,-,2011-12-31 13:20:00,2011-12-31 13:07:00,-
287,CO-45-EWR-MIA,2011-12-31 15:50:00,2011-12-31 15:43:00,-,2011-12-31 18:57:00,2011-12-31 18:23:00,-
288,CO-63-EWR-IAH,2011-12-31 17:25:00,2011-12-31 17:24:00,-,2011-12-31 20:30:00,2011-12-31 19:57:00,-
289,CO-1561-PHX-IAH,2011-12-31 07:30:00,2011-12-31 07:30:00,-,2011-12-31 11:00:00,2011-12-31 10:54:00,-
290,AA-1221-MCO-ORD,2011-12-25 20:00:00,2011-12-25 19:48:00,15,2011-12-25 21:50:00,2011-12-25 21:37:00,H12
291,AA-518-MIA-JFK,2011-12-25 06:30:00,2011-12-25 06:58:00,D23,2011-12-25 09:15:00,2011-12-25 09:31:00,8
292,AA-1640-MIA-MCO,2011-12-25 18:30:00,2011-12-25 00:00:00,D44,2011-12-25 19:25:00,2011-12-25 00:00:00,14
293,AA-4307-ORD-DTW,2011-12-25 18:45:00,2011-12-25 18:40:00,H5,2011-12-25 21:10:00,2011-12-25 20:43:00,D19
294,AA-2525-DFW-MIA,2011-12-25 07:25:00,2011-12-25 07:32:00,C8,2011-12-25 11:10:00,2011-12-25 11:08:00,D14
295,AA-616-DFW-DTW,2011-12-25 09:05:00,2011-12-25 09:08:00,A29,2011-12-25 12:35:00,2011-12-25 12:31:00,D32
296,AA-431-MIA-SFO,2011-12-25 08:35:00,2011-12-25 08:30:00,D3,2011-12-25 11:50:00,2011-12-25 11:02:00,57
297,AA-3756-ORD-SLC,2011-12-25 12:15:00,2011-12-25 12:09:00,G19,2011-12-25 14:45:00,2011-12-25 14:09:00,A3
298,AA-1279-DFW-PHX,2011-12-25 13:00:00,2011-12-25 12:58:00,A35,2011-12-25 14:35:00,2011-12-25 14:22:00,4
299,AA-2050-ORD-MIA,2011-12-25 10:40:00,2011-12-25 11:29:00,K16,2011-12-25 14:45:00,2011-12-25 15:33:00,D14
300,AA-3804-PHL-ORD,2011-12-25 14:35:00,2011-12-25 14:29:00,A7,2011-12-25 16:05:00,2011-12-25 15:42:00,G18
301,AA-1522-SFO-ORD,2011-12-25 23:55:00,2011-12-25 00:00:00,55,2011-12-26 05:50:00,2011-12-26 00:00:00,H10
302,AA-1434-DFW-MCO,2011-12-25 07:15:00,2011-12-25 07:15:00,C15,2011-12-25 10:35:00,2011-12-25 10:52:00,17
303,AA-59-JFK-SFO,2011-12-25 07:10:00,2011-12-25 07:06:00,46,2011-12-25 10:45:00,2011-12-25 10:05:00,58B
304,AA-415-BOS-ORD,2011-12-25 08:35:00,2011-12-25 08:31:00,B36,2011-12-25 10:40:00,2011-12-25 10:15:00,H15
305,AA-3823-LAX-DEN,2011-12-25 21:00:00,2011-12-25 00:00:00,44J,2011-12-26 00:15:00,2011-12-26 00:00:00,A49
306,AA-1165-JFK-MIA,2011-12-25 06:59:00,2011-12-25 07:14:00,3,2011-12-25 10:34:00,2011-12-25 10:11:00,D24
307,AA-3786-IAH-ORD,2011-12-25 16:00:00,2011-12-25 15:56:00,A29,2011-12-25 18:40:00,2011-12-25 18:19:00,G1B
308,AA-4330-CVG-ORD,2011-12-25 15:35:00,2011-12-25 15:26:00,5,2011-12-25 16:00:00,2011-12-25 15:43:00,G1A
309,AA-1664-MIA-ATL,2011-12-25 10:15:00,2011-12-25 10:28:00,D20,2011-12-25 12:10:00,2011-12-25 12:23:00,T11
310,AA-789-ORD-DEN,2011-12-25 13:05:00,2011-12-25 13:36:00,K3,2011-12-25 14:40:00,2011-12-25 14:53:00,A49
311,AA-3468-CVG-MIA,2011-12-25 07:00:00,2011-12-25 06:56:00,1,2011-12-25 09:55:00,2011-12-25 09:46:00,D60B
312,AA-204-LAX-MCO,2011-12-25 23:25:00,2011-12-25 00:00:00,40,2011-12-26 06:55:00,2011-12-26 00:00:00,TBA
313,AA-4277-CVG-JFK,2011-12-25 12:10:00,2011-12-25 12:03:00,1,2011-12-25 14:15:00,2011-12-25 14:00:00,31B
314,AA-466-IAH-MIA,2011-12-25 06:00:00,2011-12-25 06:09:00,A27,2011-12-25 09:20:00,2011-12-25 09:20:00,D41
315,AA-404-MIA-MCO,2011-12-25 06:45:00,2011-12-25 06:44:00,E5,2011-12-25 07:45:00,2011-12-25 07:46:00,16
316,AA-85-JFK-SFO,2011-12-25 15:05:00,2011-12-25 15:18:00,41,2011-12-25 18:30:00,2011-12-25 18:31:00,56A
317,AA-446-DFW-PHL,2011-12-25 11:50:00,2011-12-25 11:48:00,D18,2011-12-25 15:50:00,2011-12-25 15:31:00,A9
318,AA-3-JFK-LAX,2011-12-25 12:00:00,2011-12-25 11:49:00,40,2011-12-25 15:15:00,2011-12-25 14:23:00,48B
319,AA-2268-PHX-ORD,2011-12-25 07:15:00,2011-12-25 07:10:00,6,2011-12-25 11:45:00,2011-12-25 11:40:00,K9
320,AA-1007-MIA-PHX,2011-12-25 16:55:00,2011-12-25 16:46:00,D19,2011-12-25 20:05:00,2011-12-25 19:50:00,6
321,AA-4344-ORD-DTW,2011-12-25 11:45:00,2011-12-25 11:40:00,G1A,2011-12-25 14:00:00,2011-12-25 13:41:00,D28
322,AA-484-DFW-MIA,2011-12-25 16:15:00,2011-12-25 16:15:00,C26,2011-12-25 19:55:00,2011-12-25 20:27:00,D34
323,AA-3979-CVG-ORD,2011-12-25 07:30:00,2011-12-25 07:29:00,3,2011-12-25 08:00:00,2011-12-25 07:46:00,H2
324,AA-3063-SLC-LAX,2011-12-25 20:20:00,2011-12-25 20:12:00,A3,2011-12-25 21:20:00,2011-12-25 00:00:00,44I
325,AA-3859-IAH-ORD,2011-12-25 07:10:00,2011-12-25 07:07:00,A29,2011-12-25 09:40:00,2011-12-25 09:14:00,H4
326,AA-3842-MSP-ORD,2011-12-25 06:00:00,2011-12-25 05:55:00,E14,2011-12-25 07:30:00,2011-12-25 07:06:00,G17
327,AA-271-MIA-LAX,2011-12-25 11:35:00,2011-12-25 11:37:00,D12,2011-12-25 14:25:00,2011-12-25 13:49:00,40
328,AA-643-MIA-ORD,2011-12-25 07:10:00,2011-12-25 08:32:00,D16,2011-12-25 09:35:00,2011-12-25 10:39:00,K16
329,AA-4198-ORD-CLE,2011-12-25 10:40:00,2011-12-25 10:37:00,G5,2011-12-25 12:55:00,2011-12-25 12:40:00,A1
330,AA-400-DFW-JFK,2011-12-25 10:40:00,2011-12-25 10:49:00,D22,2011-12-25 14:59:00,2011-12-25 14:54:00,42
331,AA-1886-BOS-MIA,2011-12-25 10:45:00,2011-12-25 10:42:00,B34,2011-12-25 14:20:00,2011-12-25 14:01:00,D22
332,AA-1917-JFK-MCO,2011-12-25 14:55:00,2011-12-25 14:55:00,43,2011-12-25 17:55:00,2011-12-25 17:37:00,16
333,AA-1544-SAN-ORD,2011-12-25 11:25:00,2011-12-25 11:24:00,27,2011-12-25 17:25:00,2011-12-25 17:38:00,H6
334,AA-3809-PHX-LAX,2011-12-25 06:00:00,2011-12-25 05:51:00,2,2011-12-25 06:40:00,2011-12-25 06:13:00,44F
335,AA-2957-DFW-CVG,2011-12-25 07:55:00,2011-12-25 07:54:00,B11,2011-12-25 11:05:00,2011-12-25 10:56:00,3
336,UA-1500-IAH-GUA,2011-12-25 08:50:00,2011-12-25 08:55:00,E15,2011-12-25 11:43:00,2011-12-25 11:59:00,15
337,UA-3515-IAD-MSP,2011-12-25 08:19:00,2011-12-25 08:23:00,D18,2011-12-25 10:09:00,2011-12-25 10:15:00,E8
338,UA-664-ORD-PHL,2011-12-25 13:50:00,2011-12-25 13:49:00,B10,2011-12-25 16:53:00,2011-12-25 16:56:00,D11A
339,UA-414-LAX-SFO,2011-12-25 07:05:00,2011-12-25 07:03:00,75A,2011-12-25 08:29:00,2011-12-25 08:26:00,73
340,UA-257-JFK-SFO,2011-12-25 14:30:00,2011-12-25 14:28:00,9,2011-12-25 18:14:00,2011-12-25 17:27:00,81
341,UA-62-IAH-EWR,2011-12-25 14:30:00,2011-12-25 14:27:00,C-40,2011-12-25 19:03:00,2011-12-25 18:23:00,C94
342,UA-843-LAX-ORD,2011-12-25 14:02:00,2011-12-25 14:00:00,70A,2011-12-25 20:07:00,2011-12-25 20:00:00,B7
343,UA-2704-DTW-PHX,2011-12-25 11:15:00,2011-12-25 11:15:00,D25,2011-12-25 13:40:00,2011-12-25 12:42:00,A25
344,UA-3373-IAD-PHL,2011-12-25 08:30:00,2011-12-25 08:25:00,C18,2011-12-25 09:25:00,2011-12-25 09:39:00,D7
345,UA-2906-PHL-MCO,2011-12-25 15:50:00,2011-12-25 15:50:00,A12,2011-12-25 18:23:00,2011-12-25 18:19:00,58
346,UA-938-DEN-ORD,2011-12-25 16:00:00,2011-12-25 15:58:00,B36,2011-12-25 19:23:00,2011-12-25 19:10:00,C15
347,UA-3099-PHX-PHL,2011-12-25 11:55:00,2011-12-25 11:55:00,A29,2011-12-25 18:17:00,2011-12-25 18:16:00,B9
348,UA-3925-IAD-ORF,2011-12-25 08:42:00,2011-12-25 08:33:00,A2G,2011-12-25 09:55:00,2011-12-25 09:31:00,-
349,UA-5487-SFO-MRY,2011-12-25 10:35:00,2011-12-25 11:31:00,77A,2011-12-25 11:22:00,2011-12-25 12:09:00,-
350,UA-3050-PHX-CLT,2011-12-25 11:05:00,2011-12-25 11:05:00,A3,2011-12-25 16:57:00,2011-12-25 16:48:00,B5
351,UA-828-SFO-ORD,2011-12-25 23:13:00,2011-12-25 23:13:00,80,2011-12-26 05:15:00,2011-12-26 05:15:00,C9
352,UA-2830-MCO-CLT,2011-12-25 15:27:00,2011-12-25 15:27:00,58,2011-12-25 17:05:00,2011-12-25 16:45:00,B3
353,UA-37-EWR-MCO,2011-12-25 13:29:00,2011-12-25 13:30:00,C133,2011-12-25 16:22:00,2011-12-25 16:50:00,39
354,UA-37-EDI-EWR,2011-12-25 09:05:00,2011-12-25 08:48:00,-,2011-12-25 11:53:00,2011-12-25 11:55:00,C133
355,UA-2708-EWR-CLT,2011-12-25 14:55:00,2011-12-25 14:55:00,A37,2011-12-25 16:53:00,2011-12-25 17:03:00,C13
356,UA-233-LAX-JFK,2011-12-25 16:25:00,2011-12-25 16:25:00,77,2011-12-26 00:44:00,2011-12-26 00:44:00,6
357,UA-2726-FLL-PHL,2011-12-25 16:00:00,2011-12-25 16:00:00,E3,2011-12-25 18:46:00,2011-12-25 18:18:00,B5
358,UA-2945-PHL-CLT,2011-12-25 00:00:00,2011-12-25 05:11:00,B13,2011-12-25 13:45:00,2011-12-25 13:31:00,B4
359,UA-6273-YYC-SFO,2011-12-25 07:45:00,2011-12-25 07:46:00,-,2011-12-25 09:53:00,2011-12-25 09:50:00,77B
360,UA-2314-ATL-PHL,2011-12-25 14:55:00,2011-12-25 14:55:00,D23,2011-12-25 17:00:00,2011-12-25 16:48:00,C19
361,UA-382-IAD-LAX,2011-12-25 12:20:00,2011-12-25 12:48:00,C19,2011-12-25 15:08:00,2011-12-25 15:03:00,73
362,UA-382-IAD-LAX,2011-12-25 12:20:00,2011-12-25 12:48:00,C19,2011-12-25 15:08:00,2011-12-25 15:00:00,73
363,UA-858-PVG-SFO,2011-12-25 13:45:00,2011-12-25 13:42:00,79,2011-12-25 08:27:00,2011-12-25 08:37:00,92
364,UA-854-SFO-IAH,2011-12-25 07:35:00,2011-12-25 08:12:00,96,2011-12-25 13:30:00,2011-12-25 13:57:00,C16
365,CO-1586-IAH-MCO,2011-12-25 19:00:00,2011-12-25 19:41:00,-,2011-12-25 22:12:00,2011-12-25 22:56:00,-
366,CO-1694-LAX-IAH,2011-12-25 19:41:00,2011-12-25 19:41:00,-,2011-12-25 00:44:00,2011-12-25 00:44:00,-
367,CO-1088-CLE-IAH,2011-12-25 08:40:00,2011-12-25 08:43:00,-,2011-12-25 10:53:00,2011-12-25 11:08:00,-
368,CO-16-LAX-EWR,2011-12-25 10:25:00,2011-12-25 11:18:00,-,2011-12-25 18:39:00,2011-12-25 20:16:00,-
369,CO-58-DEN-IAH,2011-12-25 11:33:00,2011-12-25 11:35:00,-,2011-12-25 14:59:00,2011-12-25 14:50:00,-
370,CO-1193-EWR-MCO,2011-12-25 09:20:00,2011-12-25 09:16:00,-,2011-12-25 12:19:00,2011-12-25 12:07:00,-
371,CO-1023-IAH-DEN,2011-12-25 11:40:00,2011-12-25 11:41:00,-,2011-12-25 13:23:00,2011-12-25 12:55:00,-
372,CO-1250-MIA-IAH,2011-12-25 14:49:00,2011-12-25 15:13:00,-,2011-12-25 16:50:00,2011-12-25 17:07:00,-
373,CO-62-IAH-EWR,2011-12-25 14:30:00,2011-12-25 14:27:00,-,2011-12-25 19:03:00,2011-12-25 18:23:00,-
374,CO-52-IAH-LAX,2011-12-25 07:35:00,2011-12-25 07:39:00,-,2011-12-25 09:30:00,2011-12-25 08:29:00,-
375,CO-1614-LAX-IAH,2011-12-25 00:30:00,2011-12-25 00:33:00,-,2011-12-25 05:36:00,2011-12-25 05:44:00,-
376,CO-89-IAH-EWR,2011-12-25 06:00:00,2011-12-25 06:02:00,-,2011-12-25 10:20:00,2011-12-25 10:16:00,-
377,CO-1090-BOS-IAH,2011-12-25 09:10:00,2011-12-25 09:13:00,-,2011-12-25 12:40:00,2011-12-25 13:08:00,-
378,CO-45-EWR-MIA,2011-12-25 16:50:00,2011-12-25 16:51:00,-,2011-12-25 20:05:00,2011-12-25 19:49:00,-
379,CO-63-EWR-IAH,2011-12-25 17:25:00,2011-12-25 17:20:00,-,2011-12-25 20:30:00,2011-12-25 20:39:00,-
380,CO-50-CLE-EWR,2011-12-25 14:55:00,2011-12-25 14:53:00,-,2011-12-25 16:53:00,2011-12-25 16:16:00,-
381,CO-1561-PHX-IAH,2011-12-25 08:05:00,2011-12-25 08:03:00,-,2011-12-25 11:37:00,2011-12-25 11:26:00,-
